,brand,km_driven,fuel,owner,selling_price
4218,Tata,110000,Diesel,First Owner,503000
4219,Volvo,20000,Diesel,First Owner,3800000
4220,Toyota,68089,Petrol,First Owner,2000000
4221,Maruti,58343,Petrol,First Owner,225000
4222,Maruti,38817,Diesel,First Owner,740000
4223,Honda,56494,Petrol,First Owner,550000
4224,Toyota,79328,Diesel,Second Owner,750000
4225,Maruti,5621,Petrol,First Owner,650000
4226,Toyota,25538,Petrol,First Owner,625000
4227,Maruti,69779,Petrol,First Owner,600000
4228,Hyundai,56290,Diesel,First Owner,450000
4229,BMW,7500,Diesel,First Owner,5400000
4230,BMW,8500,Diesel,First Owner,5500000
4231,Honda,7032,Petrol,First Owner,779000
4232,Skoda,11000,Petrol,First Owner,645000
4233,Volvo,2000,Diesel,First Owner,2475000
4234,Jaguar,9000,Diesel,First Owner,2711000
4235,Lexus,20000,Petrol,First Owner,5150000
4236,Jaguar,45000,Diesel,First Owner,3200000
4237,Tata,110000,Diesel,First Owner,503000
4238,Volvo,20000,Diesel,First Owner,3800000
4239,Toyota,68089,Petrol,First Owner,2000000
4240,Maruti,58343,Petrol,First Owner,225000
4241,Maruti,38817,Diesel,First Owner,740000
4242,Honda,56494,Petrol,First Owner,550000
4243,Toyota,79328,Diesel,Second Owner,750000
4244,Maruti,5621,Petrol,First Owner,650000
4245,Toyota,25538,Petrol,First Owner,625000
4246,Maruti,69779,Petrol,First Owner,600000
4247,Hyundai,56290,Diesel,First Owner,450000
4248,BMW,7500,Diesel,First Owner,5400000
4249,BMW,8500,Diesel,First Owner,5500000
4250,Honda,7032,Petrol,First Owner,779000
4251,Skoda,11000,Petrol,First Owner,645000
4252,Volvo,2000,Diesel,First Owner,2475000
4253,Mitsubishi,100000,Diesel,Third Owner,155000
4254,Maruti,120000,Diesel,Fourth & Above Owner,210000
4255,Jaguar,9000,Diesel,First Owner,2711000
4256,Lexus,20000,Petrol,First Owner,5150000
4257,Jaguar,45000,Diesel,First Owner,3200000
4258,Tata,110000,Diesel,First Owner,503000
4259,Volvo,20000,Diesel,First Owner,3800000
4260,Toyota,68089,Petrol,First Owner,2000000
4261,Maruti,58343,Petrol,First Owner,225000
4262,Maruti,38817,Diesel,First Owner,740000
4263,Honda,56494,Petrol,First Owner,550000
4264,Toyota,79328,Diesel,Second Owner,750000
4265,Maruti,5621,Petrol,First Owner,650000
4266,Toyota,25538,Petrol,First Owner,625000
4267,Maruti,69779,Petrol,First Owner,600000
4268,Hyundai,56290,Diesel,First Owner,450000
4269,BMW,7500,Diesel,First Owner,5400000
4270,BMW,8500,Diesel,First Owner,5500000
4271,Honda,7032,Petrol,First Owner,779000
4272,Skoda,11000,Petrol,First Owner,645000
4273,Volvo,2000,Diesel,First Owner,2475000
4274,Ford,80000,Diesel,First Owner,590000
4275,Hyundai,120000,Diesel,Second Owner,350000
4276,Maruti,30000,Petrol,First Owner,484999
4277,Tata,110000,Diesel,Second Owner,240000
4278,Toyota,219000,Diesel,Second Owner,500000
4279,Maruti,80000,Petrol,First Owner,300000
4280,Maruti,80000,Diesel,First Owner,750000
4281,Maruti,35000,Petrol,Second Owner,574000
4282,Tata,167000,Diesel,First Owner,200000
4283,Hyundai,94000,Diesel,First Owner,1100000
4284,Hyundai,80000,Petrol,First Owner,350000
4285,Maruti,100000,Petrol,Second Owner,70000
4286,Ford,90000,Petrol,Second Owner,120000
4287,Toyota,246000,Diesel,Second Owner,700000
4288,Maruti,10000,Petrol,First Owner,500000
4289,Tata,90000,Diesel,First Owner,370000
4290,Tata,5200,Petrol,First Owner,600000
4291,Maruti,120000,Petrol,Second Owner,100000
4292,Maruti,90000,Diesel,Second Owner,409999
4293,Honda,50000,Petrol,First Owner,750000
4294,Hyundai,5000,Petrol,First Owner,600000
4295,Mahindra,10500,Petrol,First Owner,550000
4296,Renault,26000,Diesel,First Owner,950000
4297,Mahindra,139000,Diesel,First Owner,645000
4298,Mahindra,60000,Diesel,Second Owner,750000
4299,Mercedes-Benz,40000,Petrol,First Owner,650000
4300,Ford,25000,Petrol,First Owner,800000
4301,Toyota,60000,Petrol,Second Owner,350000
4302,Ford,25000,Petrol,First Owner,700000
4303,Maruti,15000,Petrol,First Owner,335000
4304,Maruti,110000,Diesel,First Owner,270000
4305,Hyundai,70000,Petrol,Second Owner,52000
4306,Maruti,100000,Diesel,Second Owner,320000
4307,Hyundai,120000,Petrol,First Owner,120000
4308,Audi,55000,Petrol,Second Owner,730000
4309,Maruti,120000,Petrol,Third Owner,125000
4310,Maruti,35000,Petrol,First Owner,150000
4311,Maruti,13000,Petrol,First Owner,310000
4312,Maruti,50000,Diesel,First Owner,625000
4313,Hyundai,40000,Petrol,First Owner,267000
4314,Hyundai,25000,Petrol,First Owner,600000
4315,Maruti,110000,Petrol,Second Owner,180000
4316,Toyota,5000,Petrol,First Owner,700000
4317,Maruti,50000,Petrol,Second Owner,121000
4318,Hyundai,80000,Petrol,Third Owner,350000
4319,Toyota,225000,Diesel,Second Owner,869999
4320,Jaguar,9000,Diesel,First Owner,2711000
4321,Lexus,20000,Petrol,First Owner,5150000
4322,Jaguar,45000,Diesel,First Owner,3200000
4323,Tata,110000,Diesel,First Owner,503000
4324,Volvo,20000,Diesel,First Owner,3800000
4325,Toyota,68089,Petrol,First Owner,2000000
4326,Maruti,58343,Petrol,First Owner,225000
4327,Maruti,38817,Diesel,First Owner,740000
4328,Honda,56494,Petrol,First Owner,550000
4329,Toyota,79328,Diesel,Second Owner,750000
4330,Maruti,5621,Petrol,First Owner,650000
4331,Toyota,25538,Petrol,First Owner,625000
4332,Maruti,69779,Petrol,First Owner,600000
4333,Hyundai,56290,Diesel,First Owner,450000
4334,BMW,7500,Diesel,First Owner,5400000
4335,BMW,8500,Diesel,First Owner,5500000
4336,Honda,7032,Petrol,First Owner,779000
4337,Skoda,11000,Petrol,First Owner,645000
4338,Volvo,2000,Diesel,First Owner,2475000
4339,Maruti,100000,Petrol,Third Owner,80000
4340,Hyundai,93331,Petrol,Second Owner,120000
4341,Mahindra,120000,Diesel,Second Owner,370000
4342,Nissan,70000,Diesel,First Owner,750000
4343,Mahindra,100000,Diesel,First Owner,484999
4344,Hyundai,90000,Diesel,Second Owner,120000
4345,Honda,28000,Petrol,First Owner,860000
4346,Maruti,50000,Diesel,First Owner,650000
4347,Maruti,90000,Diesel,First Owner,650000
4348,Hyundai,40000,Diesel,First Owner,710000
4349,Ford,113000,Diesel,First Owner,430000
4350,Maruti,188000,Diesel,Second Owner,305000
4351,Ford,100000,Diesel,First Owner,220000
4352,Tata,225000,Diesel,Third Owner,150000
4353,Mahindra,67000,Diesel,Second Owner,660000
4354,Chevrolet,70000,Diesel,Fourth & Above Owner,140000
4355,Toyota,50000,Petrol,First Owner,1100000
4356,Jaguar,60000,Diesel,First Owner,2450000
4357,Volkswagen,34000,Diesel,First Owner,625000
4358,Honda,110000,Petrol,Third Owner,198000
4359,Hyundai,71000,Petrol,Second Owner,60000
4360,Maruti,140000,Petrol,Second Owner,130000
4361,Honda,100000,Petrol,Second Owner,540000
4362,Hyundai,10000,Petrol,First Owner,550000
4363,Maruti,30000,Petrol,First Owner,475000
4364,Toyota,90000,Diesel,First Owner,3100000
4365,Maruti,120000,Diesel,First Owner,217000
4366,Hyundai,184000,Petrol,Second Owner,35000
4367,Maruti,6500,Petrol,First Owner,750000
4368,Maruti,80000,Petrol,First Owner,350000
4369,Mahindra,100000,Diesel,Third Owner,400000
4370,Toyota,120000,Diesel,Second Owner,570000
4371,Hyundai,120000,Petrol,Second Owner,180000
4372,Opel,110000,Petrol,Third Owner,68000
4373,Skoda,150000,Diesel,Third Owner,280000
4374,Tata,120000,Diesel,Fourth & Above Owner,90000
4375,Mercedes-Benz,100000,Diesel,Second Owner,2600000
4376,Tata,63000,Diesel,First Owner,700000
4377,Mercedes-Benz,40000,Diesel,Second Owner,1850000
4378,Ford,109000,Diesel,First Owner,685000
4379,Maruti,114000,Diesel,First Owner,565000
4380,Skoda,33000,Petrol,Second Owner,1600000
4381,Hyundai,160000,Diesel,Third Owner,395000
4382,Hyundai,101000,Diesel,First Owner,425000
4383,Volkswagen,5400,Diesel,Test Drive Car,1350000
4384,Hyundai,45000,Diesel,Second Owner,1950000
4385,Renault,31000,Petrol,First Owner,535000
4386,Renault,31000,Petrol,First Owner,500000
4387,Maruti,55000,Petrol,First Owner,434999
4388,Tata,55000,Petrol,First Owner,250000
4389,Hyundai,117000,Diesel,First Owner,700000
4390,BMW,102000,Diesel,First Owner,1100000
4391,Volkswagen,108000,Diesel,First Owner,900000
4392,Maruti,75000,Petrol,First Owner,425000
4393,Mercedes-Benz,74000,Diesel,First Owner,1600000
4394,Ford,158000,Diesel,First Owner,325000
4395,Isuzu,10000,Diesel,First Owner,2700000
4396,Ford,40000,Diesel,First Owner,950000
4397,Tata,10000,Diesel,First Owner,1140000
4398,Tata,53000,Diesel,First Owner,980000
4399,Jeep,20000,Diesel,Second Owner,1920000
4400,Volkswagen,5000,Petrol,First Owner,808000
4401,Maruti,30000,Petrol,First Owner,550000
4402,Maruti,64000,Petrol,First Owner,215000
4403,Ford,10500,Petrol,First Owner,512000
4404,Maruti,50000,Petrol,Second Owner,215000
4405,Skoda,60000,Diesel,First Owner,500000
4406,Skoda,35000,Diesel,First Owner,700000
4407,Tata,135000,Diesel,First Owner,525000
4408,Mahindra,70000,Diesel,Second Owner,550000
4409,Maruti,80000,Diesel,First Owner,750000
4410,Maruti,25000,Petrol,First Owner,395000
4411,Hyundai,5000,Petrol,First Owner,675000
4412,Hyundai,80000,Petrol,Third Owner,140000
4413,Mahindra,120000,Diesel,Second Owner,430000
4414,Jaguar,9000,Diesel,First Owner,2711000
4415,Lexus,20000,Petrol,First Owner,5150000
4416,Jaguar,45000,Diesel,First Owner,3200000
4417,Tata,110000,Diesel,First Owner,503000
4418,Volvo,20000,Diesel,First Owner,3800000
4419,Toyota,68089,Petrol,First Owner,2000000
4420,Maruti,58343,Petrol,First Owner,225000
4421,Maruti,38817,Diesel,First Owner,740000
4422,Honda,56494,Petrol,First Owner,550000
4423,Toyota,79328,Diesel,Second Owner,750000
4424,Maruti,5621,Petrol,First Owner,650000
4425,Toyota,25538,Petrol,First Owner,625000
4426,Maruti,69779,Petrol,First Owner,600000
4427,Hyundai,56290,Diesel,First Owner,450000
4428,BMW,7500,Diesel,First Owner,5400000
4429,BMW,8500,Diesel,First Owner,5500000
4430,Honda,7032,Petrol,First Owner,779000
4431,Skoda,11000,Petrol,First Owner,645000
4432,Volvo,2000,Diesel,First Owner,2475000
4433,Toyota,167000,Petrol,First Owner,270000
4434,Toyota,167000,Petrol,First Owner,270000
4435,Maruti,10000,Petrol,First Owner,300000
4436,Chevrolet,68000,Diesel,First Owner,355000
4437,Maruti,35000,Petrol,Second Owner,180000
4438,Tata,70000,Diesel,First Owner,280000
4439,Tata,70000,Diesel,First Owner,250000
4440,Tata,50000,Petrol,First Owner,125000
4441,Maruti,80000,Diesel,First Owner,150000
4442,Hyundai,60898,Petrol,First Owner,95000
4443,Maruti,29700,Diesel,First Owner,810000
4444,Hyundai,20000,Petrol,First Owner,671000
4445,Maruti,20000,Petrol,First Owner,295000
4446,Maruti,40000,Diesel,First Owner,850000
4447,Maruti,90000,Diesel,First Owner,409999
4448,Maruti,90000,Petrol,First Owner,600000
4449,Mahindra,80000,Diesel,First Owner,600000
4450,Maruti,60000,Petrol,Third Owner,220000
4451,Maruti,56000,Diesel,First Owner,550000
4452,Mahindra,50000,Diesel,First Owner,650000
4453,Mahindra,50000,Diesel,Second Owner,655000
4454,Tata,74000,Diesel,First Owner,130000
4455,Renault,123000,Diesel,First Owner,400000
4456,Maruti,60000,Petrol,Third Owner,250000
4457,Maruti,54000,Petrol,First Owner,155000
4458,Tata,50000,Petrol,First Owner,250000
4459,Hyundai,80000,Petrol,Second Owner,400000
4460,Datsun,10000,Petrol,First Owner,500000
4461,Hyundai,10000,Petrol,First Owner,565000
4462,Ford,40000,Diesel,First Owner,900000
4463,Mahindra,120000,Diesel,First Owner,650000
4464,Mahindra,45000,Diesel,First Owner,600000
4465,Maruti,35000,Diesel,First Owner,800000
4466,Hyundai,60000,Diesel,First Owner,575000
4467,Ford,40000,Petrol,First Owner,550000
4468,Maruti,80000,Petrol,Third Owner,190000
4469,Ford,37000,Diesel,First Owner,750000
4470,Maruti,22000,Petrol,First Owner,625000
4471,Hyundai,60000,Diesel,Second Owner,799000
4472,Maruti,57000,Petrol,Second Owner,300000
4473,Maruti,27000,Petrol,First Owner,850000
4474,Chevrolet,70000,Petrol,First Owner,130000
4475,Maruti,40000,Petrol,Second Owner,229999
4476,Maruti,60000,Petrol,First Owner,400000
4477,Mahindra,35000,Diesel,First Owner,900000
4478,Mahindra,70000,Diesel,First Owner,800000
4479,Hyundai,43000,Petrol,Second Owner,250999
4480,Tata,110000,Petrol,Second Owner,250000
4481,Fiat,100000,Petrol,Second Owner,100000
4482,Maruti,64000,Petrol,First Owner,450000
4483,Renault,96000,Diesel,First Owner,575000
4484,Renault,96000,Diesel,First Owner,400000
4485,Maruti,7600,Petrol,First Owner,480000
4486,Maruti,7000,Petrol,First Owner,490000
4487,Tata,120000,Diesel,Second Owner,150000
4488,Tata,50000,Diesel,First Owner,600000
4489,Hyundai,50000,Diesel,Second Owner,500000
4490,Tata,80000,Diesel,First Owner,425000
4491,Hyundai,200000,Diesel,Second Owner,108000
4492,Toyota,190000,Diesel,First Owner,1030000
4493,Maruti,34000,Petrol,First Owner,360000
4494,Volkswagen,80000,Petrol,Second Owner,290000
4495,Maruti,72000,Diesel,First Owner,400000
4496,Maruti,20000,Diesel,First Owner,70000
4497,Tata,70000,Diesel,Second Owner,320000
4498,Ford,30000,Diesel,First Owner,975000
4499,Honda,5000,Petrol,First Owner,1227000
4500,Hyundai,29340,Diesel,First Owner,755000
4501,Ford,120000,Diesel,First Owner,215000
4502,Toyota,200000,Diesel,Second Owner,735000
4503,Hyundai,70000,Petrol,Second Owner,190000
4504,Toyota,80800,Diesel,Second Owner,1365000
4505,Honda,24265,Petrol,First Owner,675000
4506,Maruti,81000,Diesel,First Owner,438999
4507,Renault,240000,Diesel,First Owner,550000
4508,Maruti,35000,Petrol,First Owner,409999
4509,Renault,15000,Petrol,First Owner,350000
4510,Chevrolet,49000,Diesel,Third Owner,135000
4511,Toyota,56900,Diesel,Second Owner,1490000
4512,Maruti,70000,Diesel,Second Owner,520000
4513,Maruti,180000,Diesel,First Owner,315000
4514,Maruti,50000,Petrol,First Owner,235000
4515,Hyundai,50000,Petrol,Third Owner,80500
4516,Maruti,88200,Diesel,First Owner,375000
4517,Maruti,93000,Petrol,Second Owner,189000
4518,Honda,120000,Diesel,First Owner,550000
4519,Ford,110000,Diesel,Second Owner,260000
4520,Maruti,50000,Diesel,Second Owner,650000
4521,Maruti,80000,Diesel,First Owner,480000
4522,Hyundai,40000,Diesel,First Owner,700000
4523,Maruti,110000,Diesel,Third Owner,650000
4524,Hyundai,48000,Diesel,Second Owner,1300000
4525,Volkswagen,97000,Diesel,First Owner,1350000
4526,Volkswagen,60000,Diesel,First Owner,1000000
4527,Mercedes-Benz,110000,Diesel,Third Owner,1700000
4528,Toyota,12800,Petrol,First Owner,1080000
4529,Hyundai,40000,Petrol,First Owner,170000
4530,Maruti,49000,Diesel,First Owner,610000
4531,Maruti,25000,Petrol,First Owner,350000
4532,Maruti,65000,Petrol,Second Owner,260000
4533,Fiat,20000,Diesel,First Owner,700000
4534,Volkswagen,17000,Petrol,First Owner,678000
4535,Maruti,15000,Diesel,First Owner,800000
4536,Toyota,120000,Diesel,Second Owner,400000
4537,Hyundai,49000,Petrol,First Owner,300000
4538,Hyundai,29000,Petrol,First Owner,520000
4539,Nissan,55000,Diesel,First Owner,850000
4540,Maruti,40000,Petrol,First Owner,300000
4541,Honda,120000,Petrol,Second Owner,350000
4542,Maruti,100000,LPG,Fourth & Above Owner,70000
4543,Maruti,10000,Diesel,First Owner,892000
4544,Fiat,70000,Diesel,Second Owner,285000
4545,Hyundai,60000,LPG,First Owner,300000
4546,Maruti,90000,Diesel,First Owner,620000
4547,Maruti,90000,Diesel,First Owner,750000
4548,Maruti,35000,Petrol,First Owner,270000
4549,Maruti,90000,Diesel,First Owner,560000
4550,Hyundai,40000,Petrol,Second Owner,300000
4551,Hyundai,40000,Petrol,Second Owner,300000
4552,Hyundai,20000,Petrol,First Owner,570000
4553,Tata,80000,Diesel,First Owner,220000
4554,Maruti,99000,Petrol,Second Owner,260000
4555,Maruti,7500,Petrol,First Owner,600000
4556,Tata,60000,Petrol,First Owner,80000
4557,Hyundai,40800,Petrol,First Owner,300000
4558,Tata,70000,Petrol,First Owner,300000
4559,Mahindra,100000,Petrol,First Owner,400000
4560,Maruti,8588,Petrol,First Owner,550000
4561,Honda,40000,Diesel,First Owner,1200000
4562,Ford,60000,Diesel,First Owner,500000
4563,Maruti,80000,Petrol,Third Owner,93000
4564,Honda,110000,Diesel,First Owner,500000
4565,Toyota,150000,Diesel,First Owner,670000
4566,Toyota,120000,Diesel,Second Owner,750000
4567,Maruti,30000,Petrol,First Owner,370000
4568,Maruti,70000,Petrol,Second Owner,100000
4569,Hyundai,50000,Petrol,First Owner,425000
4570,Toyota,305000,Diesel,Fourth & Above Owner,370000
4571,Toyota,158500,Diesel,Third Owner,400000
4572,Tata,212000,Diesel,Third Owner,229999
4573,Maruti,35000,Diesel,First Owner,850000
4574,Mahindra,22000,Diesel,First Owner,750000
4575,Tata,50000,Diesel,First Owner,235000
4576,Honda,70000,Diesel,First Owner,700000
4577,Hyundai,56000,Diesel,First Owner,480000
4578,Tata,50000,Diesel,First Owner,475000
4579,Skoda,120000,Diesel,First Owner,610000
4580,Toyota,120000,Diesel,Second Owner,650000
4581,Honda,70000,Diesel,First Owner,800000
4582,Tata,120000,Diesel,First Owner,520000
4583,Tata,90000,Diesel,First Owner,160000
4584,Maruti,70000,Diesel,First Owner,1000000
4585,Maruti,120000,Diesel,Second Owner,700000
4586,Honda,70000,Diesel,Second Owner,590000
4587,Maruti,80000,Petrol,Second Owner,140000
4588,Mahindra,100000,Diesel,Second Owner,725000
4589,Toyota,157000,Diesel,First Owner,1680000
4590,Maruti,50000,Diesel,First Owner,550000
4591,Maruti,90000,Diesel,Second Owner,240000
4592,Chevrolet,65000,Diesel,First Owner,667000
4593,Honda,50000,Diesel,First Owner,670000
4594,Maruti,110000,Diesel,First Owner,550000
4595,Maruti,30000,Petrol,First Owner,400000
4596,Hyundai,80000,Diesel,Second Owner,545000
4597,Maruti,70000,Petrol,First Owner,599000
4598,Hyundai,100000,Diesel,First Owner,725000
4599,Honda,120000,Petrol,Second Owner,525000
4600,Maruti,85000,Diesel,Second Owner,204999
4601,Skoda,110000,Diesel,First Owner,190000
4602,Hyundai,60000,Diesel,Fourth & Above Owner,310000
4603,Hyundai,90000,Diesel,Second Owner,380000
4604,Maruti,110000,Petrol,Third Owner,204000
4605,Hyundai,25000,Petrol,First Owner,350000
4606,Volkswagen,100000,Diesel,First Owner,350000
4607,Ford,120000,Diesel,Second Owner,175000
4608,Volkswagen,90000,Diesel,First Owner,340000
4609,Honda,35000,Petrol,First Owner,950000
4610,Honda,35000,Petrol,First Owner,894999
4611,Tata,101200,Diesel,Second Owner,350000
4612,Tata,90000,Petrol,Second Owner,100000
4613,Maruti,76000,Diesel,First Owner,550000
4614,Tata,60000,Diesel,Third Owner,100000
4615,Mahindra,90000,Diesel,First Owner,800000
4616,Mahindra,80000,Diesel,Second Owner,525000
4617,Tata,179150,Diesel,Second Owner,500000
4618,Maruti,62000,Petrol,First Owner,42000
4619,Maruti,160000,Petrol,Third Owner,190000
4620,Maruti,35000,Diesel,First Owner,694000
4621,Mahindra,120000,Diesel,First Owner,861999
4622,Honda,50000,Diesel,First Owner,650000
4623,Maruti,70000,Diesel,Second Owner,310000
4624,Maruti,97000,Diesel,First Owner,360000
4625,Maruti,90000,Diesel,Second Owner,240000
4626,Mahindra,84487,Diesel,Fourth & Above Owner,500000
4627,Toyota,100000,Diesel,Second Owner,475000
4628,Maruti,60000,Petrol,Third Owner,100000
4629,Maruti,110000,Petrol,Third Owner,200000
4630,Toyota,264000,Diesel,First Owner,430000
4631,Mahindra,146000,Diesel,Fourth & Above Owner,245000
4632,Maruti,70000,Diesel,First Owner,450000
4633,Maruti,51146,Diesel,First Owner,800000
4634,Maruti,40000,Petrol,First Owner,215000
4635,Maruti,50000,Diesel,First Owner,760000
4636,Volkswagen,80000,Diesel,First Owner,416000
4637,Maruti,120000,Petrol,First Owner,195000
4638,Maruti,23000,Petrol,First Owner,325000
4639,Maruti,70000,Petrol,Second Owner,145000
4640,Maruti,23000,Diesel,First Owner,675000
4641,Maruti,30000,Petrol,Second Owner,340000
4642,Tata,50000,Diesel,First Owner,340000
4643,Maruti,40000,Petrol,First Owner,260000
4644,Maruti,50000,Petrol,First Owner,300000
4645,Maruti,60000,Petrol,Second Owner,75000
4646,Tata,80000,Diesel,First Owner,350000
4647,Maruti,15000,Petrol,First Owner,1000000
4648,Tata,150000,Diesel,Third Owner,170000
4649,Maruti,40000,Petrol,First Owner,600000
4650,Honda,25000,Petrol,First Owner,800000
4651,Force,120000,Diesel,Second Owner,850000
4652,Mahindra,120000,Diesel,Second Owner,980000
4653,Ford,298000,Diesel,Second Owner,850000
4654,Tata,270000,Diesel,Third Owner,340000
4655,Maruti,50000,Diesel,Second Owner,900000
4656,Maruti,120000,Diesel,Second Owner,310000
4657,Maruti,60000,Diesel,Third Owner,600000
4658,Maruti,149000,Diesel,Second Owner,270000
